State/Province, ST/PR, County/City/Disrict, CCD
,OH,Fayette,FAYE
,OH,Franklin,FRAN
,OH,Fulton,FULT
,OH,Gallia,GALL
,OH,Geauga,GEAU
,OH,Greene,GREE
,OH,Guernsey,GUER
,OH,Hamilton,HAMI
,OH,Hancock,HANC
,OH,Hardin,HARD
,OH,Harrison,HARR
,OH,Henry,HENR
,OH,Highland,HIGH
,OH,Hocking,HOCK
,OH,Holmes,HOLM
,OH,Huron,HURO
,OH,Jackson,JACK
,OH,Jefferson,JEFF
,OH,Knox,KNOX
,OH,Lake,LAKE
,OH,Lawrence,LAWR
,OH,Licking,LICK
,OH,Logan,LOGA
,OH,Lorain,LORA
,OH,Lucas,LUCA
,OH,Madison,MADI
,OH,Mahoning,MAHO
,OH,Marion,MARI
,OH,Medina,MEDI
,OH,Meigs,MEIG
,OH,Mercer,MERC
,OH,Miami,MIAM
,OH,Monroe,MONR
,OH,Montgomery,MONT
,OH,Morgan,MORG
,OH,Morrow,MORR
,OH,Muskingum,MUSK
,OH,Noble,NOBL
,OH,Ottawa,OTTA
,OH,Paulding,PAUL
,OH,Perry,PERR
,OH,Pickaway,PICK
,OH,Pike,PIKE
,OH,Portage,PORT
,OH,Preble,PREB
,OH,Putnam,PUTN
,OH,Richland,RICH
,OH,Ross,ROSS
,OH,Sandusky,SAND
,OH,Scioto,SCIO
,OH,Seneca,SENE
,OH,Shelby,SHEL
,OH,Stark,STAR
,OH,Summit,SUMM
,OH,Trumbull,TRUM
,OH,Tuscarawas,TUSC
,OH,Union,UNIO
,OH,VanWert,VANW
,OH,Vinton,VINT
,OH,Warren,WARR
,OH,Washington,WASH
,OH,Wayne,WAYN
,OH,Williams,WILL
,OH,Wood,WOOD
,OH,Wyandot,WYAN
Oklahoma,OK,Adair,ADA
,OK,Alfalfa,ALF
,OK,Atoka,ATO
,OK,Beaver,BEA
,OK,Beckham,BEC
,OK,Blaine,BLA
,OK,Bryan,BRY
,OK,Caddo,CAD
,OK,Canadian,CAN
,OK,Carter,CAR
,OK,Cherokee,CHE
,OK,Choctaw,CHO
,OK,Cimarron,CIM
,OK,Cleveland,CLE
,OK,Coal,COA
,OK,Comanche,COM
,OK,Cotton,COT
,OK,Craig,CRA
,OK,Creek,CRE
,OK,Custer,CUS
,OK,Delaware,DEL
,OK,Dewey,DEW
,OK,Ellis,ELL
,OK,Garfield,GAR
,OK,Garvin,GRV
,OK,Grady,GRA
,OK,Grant,GNT
,OK,Greer,GRE
,OK,Harmon,HAR
,OK,Harper,HRP
,OK,Haskell,HAS
,OK,Hughes,HUG
,OK,Jackson,JAC
,OK,Jefferson,JEF
,OK,Johnston,JOH
,OK,Kay,KAY
,OK,Kingfisher,KIN
,OK,Kiowa,KIO
,OK,Latimer,LAT
,OK,Le Flore,LEF
,OK,Lincoln,LIN
,OK,Logan,LOG
,OK,Love,LOV
,OK,McClain,MCL
,OK,McCurtain,MCU
,OK,McIntosh,MCI
,OK,Major,MAJ
,OK,Marshall,MAR
,OK,Mayes,MAY
,OK,Murray,MUR
,OK,Muskogee,MUS
,OK,Noble,NOB
,OK,Nowata,NOW
,OK,Okfuskee,OKF
,OK,Oklahoma,OKL
,OK,Okmulgee,OKM
,OK,Osage,OSA
,OK,Ottawa,OTT
,OK,Pawnee,PAW
,OK,Payne,PAY
,OK,Pittsburg,PIT
,OK,Pontotoc,PON
,OK,Pottawatomie,POT
,OK,Pushmataha,PUS
,OK,Roger Mills,RGM
,OK,Rogers,ROG
,OK,Seminole,SEM
,OK,Sequoyah,SEQ
,OK,Stephens,STE
,OK,Texas,TEX
,OK,Tillman,TIL
,OK,Tulsa,TUL
,OK,Wagoner,WAG
,OK,Washington,WAS
,OK,Washita,WAT
,OK,Woods,WOO
,OK,Woodward,WDW
Ontario,ON,Algoma District,ALG
,ON,City of Brant,BRA
,ON,City of Brantford,BFD
,ON,Bruce County,BRU
,ON,City of Chatham-Kent,CHK
,ON,Cochrane District,COC
,ON,Dufferin County,DUF
,ON,Durham Regional Municipality,DUR
,ON,Elgin County,ELG
,ON,Essex County,ESX
,ON,Frontenac County,FRO
,ON,Grey County,GRY
,ON,Town of Haldimand,HAL
,ON,Haliburton County,HLB
,ON,Halton Regional Municipality,HTN
,ON,City of Hamilton,HAM
,ON,Hastings County,HAS
,ON,Huron County,HUR
,ON,City of Kawartha Lakes,KAW
,ON,Kenora District,KEN
,ON,Lambton County,LAM
,ON,Lanark County,LAN
,ON,Leeds Grenville United Counties,LGR
,ON,Lennox-Addington County,LXA
,ON,Manitoulin District,MAN
,ON,Middlesex County,MSX
,ON,Muskoka District,MUS
,ON,Niagara Regional Municipality,NIA
,ON,Nipissing District,NIP
,ON,Town of Norfolk,NFK
,ON,Northumberland County,NOR
,ON,City of Ottawa,OTT
,ON,Oxford County,OXF
,ON,Parry Sound District,PSD
,ON,Peel Regional Municipality,PEL
,ON,Perth County,PER
,ON,Peterborough County,PET
,ON,United Counties of Prescott Russell,PRU
,ON,City of Prince Edward,PED
,ON,Rainy River District,RAI
,ON,Renfrew County,REN
,ON,Simcoe County,SIM
,ON,United Counties of Stormont Dundas Glengarry,SDG
,ON,Sudbury District,SUD
,ON,Thunder Bay District,TBY
,ON,Timiskaming District,TIM
,ON,City of Toronto,TOR
,ON,Waterloo Regional Municipality,WAT
,ON,Wellington County,WEL
,ON,York Regional Municipality,YRK
Oregon,OR,Baker,BAK
,OR,Benton,BEN
,OR,Clackamas,CLK
,OR,Clatsop,CLT
,OR,Columbia,COL
,OR,Coos,COO
,OR,Crook,CRO
,OR,Curry,CUR
,OR,Deschutes,DES
,OR,Douglas,DOU
,OR,Gilliam,GIL
,OR,Grant,GRA
,OR,Harney,HAR
,OR,Hood River,HOO
,OR,Jackson,JAC
,OR,Jefferson,JEF
,OR,Josephine,JOS
,OR,Klamath,KLA
,OR,Lake,LAK
,OR,Lane,LAN
,OR,Lincoln,LCN
,OR,Linn,LNN
,OR,Malheur,MAL
,OR,Marion,MAR
,OR,Morrow,MOR
,OR,Multnomah,MUL
,OR,Polk,POL
,OR,Sherman,SHE
,OR,Tillamook,TIL
,OR,Umatilla,UMA
,OR,Union,UNI
,OR,Wallowa,WAL
,OR,Wasco,WCO
,OR,Washington,WSH
,OR,Wheeler,WHE
,OR,Yamhill,YAM
Pennsylvania,PA,Adams,ADA
,PA,Allegheny,ALL
,PA,Armstrong,ARM
,PA,Beaver,BEA
,PA,Bedford,BED
,PA,Berks,BER
,PA,Blair,BLA
,PA,Bradford,BRA
,PA,Bucks,BUX
,PA,Butler,BUTL
,PA,Cambria,CMB
,PA,Cameron,CRN
,PA,Carbon,CAR
,PA,Centre,CEN
,PA,Chester,CHE
,PA,Clarion,CLA
,PA,Clearfield,CLE
,PA,Clinton,CLI
,PA,Columbia,COL
,PA,Crawford,CRA
,PA,Cumberland,CUM
,PA,Dauphin,DAU
,PA,Delaware,DCO
,PA,Elk,ELK
,PA,Erie,ERI
,PA,Fayette,FAY
,PA,Forest,FOR
,PA,Franklin,FRA
,PA,Fulton,FUL
,PA,Greene,GRE
,PA,Huntingdon,HUN
,PA,Indiana,INN
,PA,Jefferson,JEF
,PA,Juniata,JUN
,PA,Lackawanna,LAC
,PA,Lancaster,LAN
,PA,Lawrence,LAW
,PA,Lebanon,LEB
,PA,Lehigh,LEH
,PA,Luzerne,LUZ
,PA,Lycoming,LYC
,PA,McKean,MCK
,PA,Mercer,MER
,PA,Mifflin,MIF
,PA,Monroe,MOE
,PA,Montgomery,MGY
,PA,Montour,MTR
,PA,Northampton,NHA
,PA,Northumberland,NUM
,PA,Perry,PER
,PA,Philadelphia,PHI
,PA,Pike,PIK
,PA,Potter,POT
,PA,Schuylkill,SCH
,PA,Snyder,SNY
,PA,Somerset,SOM
,PA,Sullivan,SUL
,PA,Susquehanna,SUS
,PA,Tioga,TIO
,PA,Union,UNI
,PA,Venango,VEN
,PA,Warren,WAR
,PA,Washington,WAS
,PA,Wayne,WAY
,PA,Westmoreland,WES
,PA,Wyoming,WYO
,PA,York,YOR
Puerto Rico,PR,Adjuntas Municipio,
,PR,Aguada Municipio,
,PR,Aguadilla Municipio,
,PR,Aguas Buenas Municipio,
,PR,Aibonito Municipio,
,PR,Anasco Municipio,
,PR,Arecibo Municipio,
,PR,Arroyo Municipio,
,PR,Barceloneta Municipio,
,PR,Barranquitas Municipio,
,PR,Bayamon Municipio,
,PR,Cabo Rojo Municipio,
,PR,Caguas Municipio,
,PR,Camuy Municipio,
,PR,Canovanas Municipio,
,PR,Carolina Municipio,
,PR,Catano Municipio,
,PR,Cayey Municipio,
,PR,Ceiba Municipio,
,PR,Ciales Municipio,
,PR,Cidra Municipio,
,PR,Coamo Municipio,
,PR,Comerio Municipio,
,PR,Corozal Municipio,
,PR,Culebra Municipio,
,PR,Dorado Municipio,
,PR,Fajardo Municipio,
,PR,Florida Municipio,
,PR,Guanica Municipio,
,PR,Guayama Municipio,
,PR,Guayanilla Municipio,
,PR,Guaynabo Municipio,
,PR,Gurabo Municipio,
,PR,Hatillo Municipio,
,PR,Hormigueros Municipio,
,PR,Humacao Municipio,
,PR,Isabela Municipio,
,PR,Jayuya Municipio,
,PR,Juana Diaz Municipio,
,PR,Juncos Municipio,
,PR,Lajas Municipio,
,PR,Lares Municipio,
,PR,Las Marias Municipio,
,PR,Las Piedras Municipio,
,PR,Loiza Municipio,
,PR,Luquillo Municipio,
,PR,Manati Municipio,
,PR,Maricao Municipio,
,PR,Maunabo Municipio,
,PR,Mayaguez Municipio,
,PR,Moca Municipio,
,PR,Morovis Municipio,
,PR,Naguabo Municipio,
,PR,Naranjito Municipio,
,PR,Orocovis Municipio,
,PR,Patillas Municipio,
,PR,Penuelas Municipio,
,PR,Ponce Municipio,
,PR,Quebradillas Municipio,
,PR,Rincon Municipio,
,PR,Rio Grande Municipio,
,PR,Sabana Grande Municipio,
,PR,Salinas Municipio,
,PR,San German Municipio,
,PR,San Juan Municipio,
,PR,San Lorenzo Municipio,
,PR,San Sebastian Municipio,
,PR,Santa Isabel Municipio,
,PR,Toa Alta Municipio,
,PR,Toa Baja Municipio,
,PR,Trujillo Alto Municipio,
,PR,Utuado Municipio,
,PR,Vega Alta Municipio,
,PR,Vega Baja Municipio,
,PR,Vieques Municipio,
,PR,Villalba Municipio,
,PR,Yabucoa Municipio,
,PR,Yauco Municipio,
Rhode Island,RI,Bristol,BRI
,RI,Kent,KNT
,RI,Newport,NEW
,RI,Providence,PRO
,RI,Washington,WAR
South Carolina,SC,Abbeville,ABBE
,SC,Aiken,AIKE
,SC,Allendale,ALLE
,SC,Anderson,ANDE
,SC,Bamberg,BAMB
,SC,Barnwell,BARN
,SC,Beaufort,BEAU
,SC,Berkeley,BERK
,SC,Calhoun,CHOU
,SC,Charleston,CHAR
,SC,Chester,CHES
,SC,Chesterfield,CHFD
,SC,Cherokee,CKEE
,SC,Clarendon,CLRN
,SC,Colleton,COLL
,SC,Darlington,DARL
,SC,Dillon,DILL
,SC,Dorchester,DORC
,SC,Edgefield,EDGE
,SC,Fairfield,FAIR
,SC,Florence,FLOR
,SC,Georgetown,GEOR
,SC,Greenwood,GRWD
,SC,Greenville,GVIL
,SC,Hampton,HAMP
,SC,Horry,HORR
,SC,Jasper,JASP
,SC,Kershaw,KERS
,SC,Laurens,LAUR
,SC,Lee,LEE
,SC,Lexington,LEXI
,SC,Lancaster,LNCS
,SC,Marion,MARI
,SC,Marlboro,MARL
,SC,McCormick,MCOR
,SC,Newberry,NEWB
,SC,Oconee,OCON
,SC,Orangeburg,ORNG
,SC,Pickens,PICK
,SC,Richland,RICH
,SC,Saluda,SALU
,SC,Spartanburg,SPAR
,SC,Sumter,SUMT
,SC,Union,UNIO
,SC,Williamsburg,WILL
,SC,York,YORK
South Dakota,SD,Aurora,AURO
,SD,Hyde,HYDE
,SD,Beadle,BEAD
,SD,Jerauld,JERA
,SD,Bennett,BENN
,SD,Jackson,JKSN
,SD,Bon Homme,BONH
,SD,Jones,JONE
,SD,Brookings,BROO
,SD,Kingsbury,KING
,SD,Brule,BRUL
,SD,Lake,LAKE
,SD,Brown,BRWN
,SD,Lawrence,LAWR
,SD,Buffalo,BUFF
,SD,Lincoln,LINC
,SD,Butte,BUTT
,SD,Lyman,LYMA
,SD,Campbell,CAMP
,SD,McCook,MCOO
,SD,Charles Mix,CHAR
,SD,McPherson,MCPH
,SD,Clay,CLAY
,SD,Meade,MEAD
,SD,Clark,CLRK
,SD,Mellette,MELL
,SD,Codington,CODI
,SD,Miner,MINE
,SD,Corson,CORS
,SD,Minnehaha,MINN
,SD,Custer,CUST
,SD,Moody,MOOD
,SD,Davison,DAVI
,SD,Marshall,MRSH
,SD,Day,DAY
,SD,Pennington,PENN
,SD,Deuel,DEUE
,SD,Perkins,PERK
,SD,Dewey,DEWY
,SD,Potter,POTT
,SD,Douglas,DGLS
,SD,Roberts,ROBE
,SD,Edmunds,EDMU
,SD,Sanborn,SANB
,SD,Fall River,FALL
,SD,Oglala Lakota,OGLA
,SD,Faulk,FAUL
,SD,Spink,SPIN
,SD,Grant,GRAN
,SD,Stanley,STAN
,SD,Gregory,GREG
,SD,Sully,SULL
,SD,Haakon,HAAK
,SD,Todd,TODD
,SD,Hamlin,HAML
,SD,Tripp,TRIP
,SD,Hand,HAND
,SD,Turner,TURN
,SD,Hanson,HNSN
,SD,Union,UNIO
,SD,Harding,HRDG
,SD,Walworth,WALW
,SD,Hughes,HUGH
,SD,Yankton,YANK
,SD,Hutchinson,HUTC
,SD,Ziebach,ZIEB
Tennessee,TN,Anderson,ANDE
,TN,Bedford,BEDF
,TN,Benton,BENT
,TN,Bledsoe,BLED
,TN,Blount,BLOU
,TN,Bradley,BRAD
,TN,Campbell,CAMP
,TN,Cannon,CANN
,TN,Carroll,CARR
,TN,Carter,CART
,TN,Cheatham,CHEA
,TN,Chester,CHES
,TN,Claiborne,CLAI
,TN,Clay,CLAY
,TN,Cocke,COCK
,TN,Coffee,COFF
,TN,Crockett,CROC
,TN,Cumberland,CUMB
,TN,Davidson,DAVI
,TN,Decatur,DECA
,TN,DeKalb,DEKA
,TN,Dickson,DICK
,TN,Dyer,DYER
,TN,Fayette,FAYE
,TN,Fentress,FENT
,TN,Franklin,FRAN
,TN,Gibson,GIBS
,TN,Giles,GILE
,TN,Grainger,GRAI
,TN,Greene,GREE
,TN,Grundy,GRUN
,TN,Hamblen,HAMB
,TN,Hamilton,HAMI
,TN,Hancock,HANC
,TN,Hardeman,HARD
,TN,Hardin,HARN
,TN,Hawkins,HAWK
,TN,Haywood,HAYW
,TN,Henderson,HEND
,TN,Henry,HENR
,TN,Hickman,HICK
,TN,Houston,HOUS
,TN,Humphreys,HUMP
,TN,Jackson,JACK
,TN,Jefferson,JEFF
,TN,Johnson,JOHN
,TN,Knox,KNOX
,TN,Lake,LAKE
,TN,Lauderdale,LAUD
,TN,Lawrence,LAWR
,TN,Lewis,LEWI
,TN,Lincoln,LINC
,TN,Loudon,LOUD
,TN,Macon,MACO
,TN,Madison,MADI
,TN,Marion,MARI
,TN,Marshall,MARS
,TN,Maury,MAUR
,TN,McMinn,MCMI
,TN,McNairy,MCNA
,TN,Meigs,MEIG
,TN,Monroe,MONR
,TN,Montgomery,MONT
,TN,Moore,MOOR
,TN,Morgan,MORG
,TN,Obion,OBIO
,TN,Overton,OVER
,TN,Perry,PERR
,TN,Pickett,PICK
,TN,Polk,POLK
,TN,Putnam,PUTN
,TN,Rhea,RHEA
,TN,Roane,ROAN
,TN,Robertson,ROBE
,TN,Rutherford,RUTH
,TN,Scott,SCOT
,TN,Sequatchie,SEQU
,TN,Sevier,SEVI
,TN,Shelby,SHEL
,TN,Smith,SMIT
,TN,Stewart,STEW
,TN,Sullivan,SULL
,TN,Sumner,SUMN
,TN,Tipton,TIPT
,TN,Trousdale,TROU
,TN,Unicoi,UNIC
,TN,Union,UNIO
,TN,Van Buren,VANB
,TN,Warren,WARR
,TN,Washington,WASH
,TN,Wayne,WAYN
,TN,Weakley,WEAK
,TN,White,WHIT
,TN,Williamson,WILL
,TN,Wilson,WILS
Texas,TX,Anderson,ANDE
,TX,Andrews,ANDR
,TX,Angelina,ANGE
,TX,Aransas,ARAN
,TX,Archer,ARCH
,TX,Armstrong,ARMS
,TX,Atascosa,ATAS
,TX,Austin,AUST
,TX,Bailey,BAIL
,TX,Bandera,BAND
,TX,Bastrop,BAST
,TX,Baylor,BAYL
,TX,Bee,BEE
,TX,Bell,BELL
,TX,Bexar,BEXA
,TX,Blanco,BLAN
,TX,Borden,BORD
,TX,Bosque,BOSQ
,TX,Bowie,BOWI
,TX,Brazoria,BZIA
,TX,Brazos,BZOS
,TX,Brewster,BREW
,TX,Briscoe,BRIS
,TX,Brooks,BROO
,TX,Brown,BROW
,TX,Burleson,BURL
,TX,Burnet,BURN
,TX,Caldwell,CALD
,TX,Calhoun,CALH
,TX,Callahan,CALL
,TX,Cameron,CMRN
,TX,Camp,CAMP
,TX,Carson,CARS
,TX,Cass,CASS
,TX,Castro,CAST
,TX,Chambers,CHAM
,TX,Cherokee,CHER
,TX,Childress,CHIL
,TX,Clay,CLAY
,TX,Cochran,COCH
,TX,Coke,COKE
,TX,Coleman,COLE
,TX,Collin,COLN
,TX,Collingsworth,COLW
,TX,Colorado,COLO
,TX,Comal,COML
,TX,Comanche,COMA
,TX,Concho,CONC
,TX,Cooke,COOK
,TX,Coryell,CORY
,TX,Cottle,COTT
,TX,Crane,CRAN
,TX,Crockett,CROC
,TX,Crosby,CROS
,TX,Culberson,CULB
,TX,Dallam,DALM
,TX,Dallas,DALS
,TX,Dawson,DAWS
,TX,Deaf Smith,DSMI
,TX,Delta,DELT
,TX,Denton,DENT
,TX,Dewitt,DEWI
,TX,Dickens,DICK
,TX,Dimmit,DIMM
,TX,Donley,DONL
,TX,Duval,DUVA
,TX,Eastland,EAST
,TX,Ector,ECTO
,TX,Edwards,EDWA
,TX,El Paso,EPAS
,TX,Ellis,ELLI
,TX,Erath,ERAT
,TX,Falls,FALL
,TX,Fannin,FANN
,TX,Fayette,FAYE
,TX,Fisher,FISH
,TX,Floyd,FLOY
,TX,Foard,FOAR
,TX,Fort Bend,FBEN
,TX,Franklin,FRAN
,TX,Freestone,FREE
,TX,Frio,FRIO
,TX,Gaines,GAIN
,TX,Galveston,GALV
,TX,Garza,GARZ
,TX,Gillespie,GILL
,TX,Glasscock,GLAS
,TX,Goliad,GOLI
,TX,Gonzales,GONZ
,TX,Gray,GRAY
,TX,Grayson,GRSN
,TX,Gregg,GREG
,TX,Grimes,GRIM
,TX,Guadalupe,GUAD
,TX,Hale,HALE
,TX,Hall,HALL
,TX,Hamilton,HAMI
,TX,Hansford,HANS
,TX,Hardeman,HDMN
,TX,Hardin,HRDN
,TX,Harris,HARR
,TX,Harrison,HRSN
,TX,Hartley,HART
,TX,Haskell,HASK
,TX,Hays,HAYS
,TX,Hemphill,HEMP
,TX,Henderson,HEND
,TX,Hidalgo,HIDA
,TX,Hill,HILL
,TX,Hockley,HOCK
,TX,Hood,HOOD
,TX,Hopkins,HOPK
,TX,Houston,HOUS
,TX,Howard,HOWA
,TX,Hudspeth,HUDS
,TX,Hunt,HUNT
,TX,Hutchinson,HUTC
,TX,Irion,IRIO
,TX,Jack,JACK
,TX,Jackson,JKSN
,TX,Jasper,JASP
,TX,Jeff Davis,JDAV
,TX,Jefferson,JEFF
,TX,Jim Hogg,JHOG
,TX,Jim Wells,JWEL
,TX,Johnson,JOHN
,TX,Jones,JONE
,TX,Karnes,KARN
,TX,Kaufman,KAUF
,TX,Kendall,KEND
,TX,Kenedy,KENY
,TX,Kent,KENT
,TX,Kerr,KERR
,TX,Kimble,KIMB
,TX,King,KING
,TX,Kinney,KINN
,TX,Kleberg,KLEB
,TX,Knox,KNOX
,TX,Lamar,LAMA
,TX,Lamb,LAMB
,TX,Lampasas,LAMP
,TX,La Salle,LSAL
,TX,Lavaca,LAVA
,TX,Lee,LEE
,TX,Leon,LEON
,TX,Liberty,LIBE
,TX,Limestone,LIME
,TX,Lipscomb,LIPS
,TX,Live Oak,LIVO
,TX,Llano,LLAN
,TX,Loving,LOVI
,TX,Lubbock,LUBB
,TX,Lynn,LYNN
,TX,Madison,MADI
,TX,Marion,MARI
,TX,Martin,MART
,TX,Mason,MASO
,TX,Matagorda,MATA
,TX,Maverick,MAVE
,TX,McCulloch,MCUL
,TX,McLennan,MLEN
,TX,McMullen,MMUL
,TX,Medina,MEDI
,TX,Menard,MENA
,TX,Midland,MIDL
,TX,Milam,MILA
,TX,Mills,MILL
,TX,Mitchell,MITC
,TX,Montague,MONT
,TX,Montgomery,MGMY
,TX,Moore,MOOR
,TX,Morris,MORR
,TX,Motley,MOTL
,TX,Nacogdoches,NACO
,TX,Navarro,NAVA
,TX,Newton,NEWT
,TX,Nolan,NOLA
,TX,Nueces,NUEC
,TX,Ochiltree,OCHI
,TX,Oldham,OLDH
,TX,Orange,ORAN
,TX,Palo Pinto,PPIN
,TX,Panola,PANO
,TX,Parker,PARK
,TX,Parmer,PARM
,TX,Pecos,PECO
,TX,Polk,POLK
,TX,Potter,POTT
,TX,Presidio,PRES
,TX,Rains,RAIN
,TX,Randall,RAND
,TX,Reagan,REAG
,TX,Real,REAL
,TX,Red River,RRIV
,TX,Reeves,REEV
,TX,Refugio,REFU
,TX,Roberts,ROBE
,TX,Robertson,RBSN
,TX,Rockwall,ROCK
,TX,Runnels,RUNN
,TX,Rusk,RUSK
,TX,Sabine,SABI
,TX,San Augustine,SAUG
,TX,San Jacinto,SJAC
,TX,San Patricio,SPAT
,TX,San Saba,SSAB
,TX,Schleicher,SCHL
,TX,Scurry,SCUR
,TX,Shackelford,SHAC
,TX,Shelby,SHEL
,TX,Sherman,SHMN
,TX,Smith,SMIT
,TX,Somervell,SOME
,TX,Starr,STAR
,TX,Stephens,STEP
,TX,Sterling,STER
,TX,Stonewall,STON
,TX,Sutton,SUTT
,TX,Swisher,SWIS
,TX,Tarrant,TARR
,TX,Taylor,TAYL
,TX,Terrell,TERL
,TX,Terry,TERY
,TX,Throckmorton,THRO
,TX,Titus,TITU
,TX,Tom Green,TGRE
,TX,Travis,TRAV
,TX,Trinity,TRIN
,TX,Tyler,TYLE
,TX,Upshur,UPSH
,TX,Upton,UPTO
,TX,Uvalde,UVAL
,TX,Val Verde,VVER
,TX,Van Zandt,VZAN
,TX,Victoria,VICT
,TX,Walker,WALK
,TX,Waller,WALL
,TX,Ward,WARD
,TX,Washington,WASH
,TX,Webb,WEBB
,TX,Wharton,WHAR
,TX,Wheeler,WHEE
,TX,Wichita,WICH
,TX,Wilbarger,WILB
,TX,Willacy,WILY
,TX,Williamson,WMSN
,TX,Wilson,WLSN
,TX,Winkler,WINK
,TX,Wise,WISE
,TX,Wood,WOOD
,TX,Yoakum,YOAK
,TX,Young,YOUN
,TX,Zapata,ZAPA
,TX,Zavala,ZAVA
Midway,UM,Midway Islands,
Utah,UT,Beaver,BEA
,UT,Box Elder,BOX
,UT,Cache,CAC
,UT,Carbon,CAR
,UT,Daggett,DAG
,UT,Davis,DAV
,UT,Duchesne,DUC
,UT,Emery,EME
,UT,Garfield,GAR
,UT,Grand,GRA
,UT,Iron,IRO
,UT,Juab,JUA
,UT,Kane,KAN
,UT,Millard,MIL
,UT,Morgan,MOR
,UT,Piute,PIU
,UT,Rich,RIC
,UT,Salt Lake,SAL
,UT,San Juan,SNJ
,UT,Sanpete,SNP
,UT,Sevier,SEV
,UT,Summit,SUM
,UT,Tooele,TOO
,UT,Uintah,UIN
,UT,Utah,UTA
,UT,Wasatch,WST
,UT,Washington,WSH
,UT,Wayne,WAY
,UT,Weber,WEB
Vermont,VT,Addison,ADD
,VT,Bennington,BEN
,VT,Caledonia,CAL
,VT,Chittenden,CHI
,VT,Essex,ESS
,VT,Franklin,FRA
,VT,Grand Isle,GRA
,VT,Lamoille,LAM
,VT,Orange,ORA
,VT,Orleans,ORL
,VT,Rutland,RUT
,VT,Washington,WAS
,VT,Windham,WNH
,VT,Windsor,WNS
Virginia,VA,Accomack,ACC
,VA,Albemarle,ALB
,VA,Alexandria,ALX
,VA,Alleghany,ALL
,VA,Amelia,AME
,VA,Amherst,AMH
,VA,Appomattox,APP
,VA,Arlington,ARL
,VA,Augusta,AUG
,VA,Bath,BAT
,VA,Bedford,BED
,VA,Bland,BLA
,VA,Botetourt,BOT
,VA,Bristol,BRX
,VA,Brunswick,BRU
,VA,Buchanan,BCH
,VA,Buckingham,BHM
,VA,Buena Vista,BVX
,VA,Campbell,CAM
,VA,Caroline,CLN
,VA,Carroll,CRL
,VA,Charles City,CCY
,VA,Charlotte,CHA
,VA,Charlottesville,CHX
,VA,Chesapeake,CPX
,VA,Chesterfield,CHE
,VA,Clarke,CLA
,VA,Colonial Heights,COX
,VA,Covington,CVX
,VA,Craig,CRA
,VA,Culpeper,CUL
,VA,Cumberland,CUM
,VA,Danville,DAX
,VA,Dickenson,DIC
,VA,Dinwiddie,DIN
,VA,Emporia,EMX
,VA,Essex,ESS
,VA,Fairfax,FFX
,VA,Fairfax City,FXX
,VA,Falls Church,FCX
,VA,Fauquier,FAU
,VA,Floyd,FLO
,VA,Fluvanna,FLU
,VA,Franklin,FRA
,VA,Franklin City,FRX
,VA,Frederick,FRE
,VA,Fredericksburg,FBX
,VA,Galax,GAX
,VA,Giles,GIL
,VA,Gloucester,GLO
,VA,Goochland,GOO
,VA,Grayson,GRA
,VA,Greene,GRN
,VA,Greensville,GVL
,VA,Halifax,HAL
,VA,Hampton,HAX
,VA,Hanover,HAN
,VA,Harrisonburg,HBX
,VA,Henrico,HCO
,VA,Henry,HRY
,VA,Highland,HIG
,VA,Hopewell,HOX
,VA,Isle of Wight,IOW
,VA,James City,JAM
,VA,King and Queen,KQN
,VA,King George,KGE
,VA,King William,KWM
,VA,Lancaster,LAN
,VA,Lee,LEE
,VA,Lexington,LEX
,VA,Loudoun,LDN
,VA,Louisa,LSA
,VA,Lunenburg,LUN
,VA,Lynchburg,LYX
,VA,Madison,MAD
,VA,Manassas,MAX
,VA,Manassas Park,MPX
,VA,Martinsville,MVX
,VA,Mathews,MAT
,VA,Mecklenburg,MEC
,VA,Middlesex,MID
,VA,Montgomery,MON
,VA,Nelson,NEL
,VA,New Kent,NEW
,VA,Newport News,NNX
,VA,Norfolk,NFX
,VA,Northampton,NHA
,VA,Northumberland,NUM
,VA,Norton,NRX
,VA,Nottoway,NOT
,VA,Orange,ORG
,VA,Page,PAG
,VA,Patrick,PAT
,VA,Petersburg,PBX
,VA,Pittsylvania,PIT
,VA,Poquoson,PQX
,VA,Portsmouth,POX
,VA,Powhatan,POW
,VA,Prince Edward,PRE
,VA,Prince George,PRG
,VA,Prince William,PRW
,VA,Pulaski,PUL
,VA,Radford,RAX
,VA,Rappahannock,RAP
,VA,Richmond,RIC
,VA,Richmond City,RIX
,VA,Roanoke,ROA
,VA,Roanoke City,ROX
,VA,Rockbridge,RBR
,VA,Rockingham,RHM
,VA,Russell,RUS
,VA,Salem,SAX
,VA,Scott,SCO
,VA,Shenandoah,SHE
,VA,Smyth,SMY
,VA,Southampton,SHA
,VA,Spotsylvania,SPO
,VA,Stafford,STA
,VA,Staunton,STX
,VA,Suffolk,SUX
,VA,Surry,SUR
,VA,Sussex,SUS
,VA,Tazewell,TAZ
,VA,Virginia Beach,VBX
,VA,Warren,WAR
,VA,Washington,WAS
,VA,Waynesboro,WAX
,VA,Westmoreland,WES
,VA,Williamsburg,WMX
,VA,Winchester,WIX
,VA,Wise,WIS
,VA,Wythe,WYT
,VA,York,YOR
U.S. Virgin Islands,VI,St. Croix Island,
,VI,St. John Island,
,VI,St. Thomas Island,
Washington,WA,Adams,ADA
,WA,Asotin,ASO
,WA,Benton,BEN
